timestamp,num_pkts,avg_ttl,median_ttl,10_percentil_ttl,25_percentil_ttl,75_percentil_ttl,90_percentil_ttl,max_ttl,min_ttl,attack,test_categorical
77070,13,87.5384615384615,64,49,64,64,199.2,224,44,No,13
77075,12,113.083333333333,64,46,64,224,224,224,33,No,12
77080,14,131.142857142857,64,64,64,224,224,224,44,No,14
77085,15,114.466666666667,64,52,64,210,224,224,33,No,15
77090,19,104.789473684211,64,41.8,64,162,224,224,33,No,19
77095,13,124,64,64,64,224,224,224,44,No,13
77100,21,68.7142857142857,64,49,64,64,100,100,33,Yes,21
77105,12,101.083333333333,64,50.5,64,104,224,224,44,No,12
77110,16,71.125,64,46.5,64,100,100,100,33,Yes,16
77115,18,95.1111111111111,100,64,64,100,133,210,44,Yes,18
77120,19,70.7894736842105,64,60,64,82,100,100,33,Yes,19
77125,18,107.777777777778,64,50,64,193,224,224,44,No,18
77130,40,64.675,64,62.5,64,64,64,100,33,Yes,40
77135,6,114,64,54,64,184,224,224,44,No,6
77140,11,91.7272727272727,64,44,64,82,224,224,33,No,11
77145,19,128.842105263158,64,64,64,224,224,224,44,No,19
77150,21,92.1428571428571,64,40,64,100,224,224,33,No,21
77155,10,92.4,82,62,64,100,112.4,224,44,Yes,10
77160,16,104.6875,64,49,64,131,224,224,33,No,16
77165,19,102.421052631579,64,48,64,144,224,224,44,No,19
77170,11,76.1818181818182,64,49,64,100,100,100,33,Yes,11
77175,18,84,64,58,64,91,133,210,44,Yes,18
77180,13,79.8461538461538,100,52,64,100,100,100,33,Yes,13
77185,17,67.1764705882353,64,47.6,64,64,100,100,44,Yes,17
77190,17,101.647058823529,64,33,64,100,224,224,33,No,17
77195,15,77.1333333333333,64,46,64,100,100,100,44,Yes,15
77200,15,117.666666666667,64,64,64,224,224,224,33,No,15
77205,18,94.8888888888889,64,58,64,100,210,224,44,Yes,18
77210,10,128.5,82,60.9,64,224,224,224,33,No,10
77215,15,113.666666666667,64,46,64,224,224,224,44,No,15
77220,18,107.055555555556,64,49,64,193,224,224,33,No,18
77225,16,110.5625,64,46.5,64,224,224,224,44,No,16
77230,13,70.3076923076923,64,39.2,64,100,100,100,33,Yes,13
77235,22,112.772727272727,64,50.5,64,210,224,224,44,No,22
77240,19,73.1578947368421,64,40.8,64,100,100,100,33,Yes,19
77245,19,105.157894736842,64,48.8,64,162,224,224,44,No,19
77250,16,103.375,64,56.5,64,131,224,224,33,No,16
77255,14,83.2142857142857,64,53.5,64,100,100,224,44,Yes,14
77260,14,73.2142857142857,64,50,64,100,100,100,33,Yes,14
77265,22,118.045454545455,64,64,64,220.5,224,224,21,No,22
77270,12,116.083333333333,64,46,64,224,224,224,33,No,12
77275,14,118.642857142857,64,53.5,64,224,224,224,44,No,14
77280,19,73,64,48,64,100,100,100,33,Yes,19
77285,18,66.3888888888889,64,49,64,64,100,100,44,Yes,18
77290,14,68.4285714285714,64,36.3,64,91,100,100,33,Yes,14
77295,36,75.5555555555556,64,64,64,64,100,210,44,Yes,36
77300,13,112.076923076923,64,48,64,224,224,224,33,No,13
77305,16,79.9375,64,49.5,64,100,100,224,44,Yes,16
77310,20,103.55,64,48.5,64,131,224,224,33,No,20
77315,10,126,64,62,64,224,224,224,44,No,10
77320,32,66.34375,64,55,61.75,64,100,100,33,Yes,32
77325,18,124.722222222222,64,59.5,64,220.5,224,224,44,No,18
77330,23,102.217391304348,64,40.8,64,162,224,224,22,No,23
77335,24,110.666666666667,64,45,45,138.75,255,255,44,Yes,24
77340,31,117.129032258065,64,44,56.5,224,255,255,33,No,31
77345,16,101.1875,64,49,64,104,224,224,49,No,16
77350,14,69.2142857142857,64,44,64,91,100,100,33,Yes,14
77355,15,100.266666666667,100,64,64,100,166,210,64,Yes,15
77360,15,115,64,44,64,224,224,224,33,No,15
77365,20,109.8,64,49.9,64,224,224,224,49,No,20
77370,41,79.0243902439025,64,49,49,64,224,224,33,No,41
77375,11,151.272727272727,224,64,64,224,224,224,64,No,11
77380,12,101.083333333333,64,44,59,131,224,224,33,No,12
77385,17,127.352941176471,64,64,64,224,224,224,49,No,17
77390,13,86.3076923076923,64,35.2,44,100,199.2,224,33,No,13
77395,12,144,144,64,64,224,224,224,64,No,12
77400,18,96.7777777777778,64,44,64,91,224,224,33,No,18
77405,14,119,64,53.5,64,224,224,224,49,No,14
77410,16,78.5625,64,44,64,100,100,224,33,Yes,16
77415,12,103.333333333333,100,64,64,100,199,210,64,Yes,12
77420,21,98.5714285714286,64,44,64,100,224,224,33,No,21
77425,8,77.5,64,64,64,100,100,100,64,Yes,8
77430,20,103.6,64,48.5,64,131,224,224,33,No,20
77435,15,80,64,49,49,64,160,224,44,No,15
77440,59,77.0508474576271,64,64,64,64,71.2000000000001,224,33,No,59
77445,14,86,64,64,64,64,177,210,44,Yes,14
77450,14,68.4285714285714,64,36.3,64,91,100,100,33,Yes,14
77455,70,99.0285714285714,64,63.1,64,100,210,220,44,Yes,70
77460,27,98.7777777777778,64,49,64,100,210,210,33,Yes,27
77465,15,105.733333333333,64,49,64,162,224,224,44,No,15
77470,20,111.75,64,33,64,224,224,224,33,No,20
77475,13,124,64,64,64,224,224,224,44,No,13
77480,18,72.3333333333333,64,47.5,64,100,100,100,33,Yes,18
77485,10,72.8,64,62,64,91,100,100,44,Yes,10
77490,28,102.357142857143,64,47.5,64,127.5,224,224,33,No,28
77495,13,124,64,64,64,224,224,224,44,No,13
77500,19,112.947368421053,64,48,64,224,224,224,33,No,19
77505,10,126,64,62,64,224,224,224,44,No,10
77510,15,102.466666666667,64,40,54,162,224,224,33,No,15
77515,12,83.3333333333333,100,64,64,100,100,100,44,Yes,12
77520,24,107.625,64,49,64,210,224,224,33,No,24
77525,18,68.0555555555556,64,59.5,64,64,100,100,44,Yes,18
77530,10,69.7,64,42.9,64,91,100,100,33,Yes,10
77535,15,101.466666666667,64,46,64,144,224,224,21,No,15
77540,17,79.1176470588235,64,64,64,100,100,100,33,Yes,17
77545,11,104,64,44,64,144,224,224,44,No,11
77550,21,107.47619047619,64,49,64,210,224,224,33,No,21
77555,15,103,64,46,64,144,224,224,44,No,15
77560,25,92.2,64,44,64,64,224,224,33,No,25
77565,15,114.666666666667,64,52,64,224,224,224,44,No,15
77570,11,98.6363636363636,100,64,82,100,100,224,33,Yes,11
77575,13,96.6923076923077,64,45,64,64,224,224,44,No,13
77580,20,118.1,64,62.5,64,213.5,224,224,33,No,20
77585,18,104.555555555556,64,47.5,64,184,224,224,44,No,18
77590,12,131.083333333333,82,64,64,224,224,224,33,No,12
77595,18,114.277777777778,64,47.5,64,224,224,224,44,No,18
77600,25,99.56,64,44,64,100,224,224,33,No,25
77605,15,81.2,64,44,64,100,100,224,22,Yes,15
77610,46,86.5434782608696,64,64,64,64,217,224,33,No,46
77615,12,67.0833333333333,64,50.5,64,64,96.4,100,44,Yes,12
77620,12,116.083333333333,64,46,64,224,224,224,33,No,12
77625,13,124,64,64,64,224,224,224,44,No,13
77630,14,75.7857142857143,64,50,64,100,100,100,33,Yes,14
77635,13,113.307692307692,64,52,64,224,224,224,44,No,13
77640,19,83.4736842105263,64,48,64,100,122,210,33,Yes,19
77645,17,110.235294117647,64,49,64,224,224,224,44,No,17
77650,11,106.272727272727,64,44,64,162,224,224,33,No,11
77655,12,114.416666666667,64,50.5,64,224,224,224,44,No,12
77660,15,116.333333333333,64,52,64,224,224,224,33,No,15
77665,21,68.6666666666667,64,44,64,64,100,100,33,Yes,21
77670,38,133.578947368421,64,47,47.5,224,255,255,44,No,38
77675,20,78.55,64,48.5,64,100,100,255,33,Yes,20
77680,9,77.7777777777778,64,60,64,100,100,100,44,Yes,9
77685,16,113.8125,64,42,64,224,224,224,33,No,16
77690,15,70.5333333333333,64,37.4,64,100,100,100,33,Yes,15
77695,18,117.388888888889,64,59.5,64,224,224,224,44,No,18
77700,20,84.3,64,48.5,64,100,111,210,33,Yes,20
77705,18,70.6111111111111,64,40.7,64,100,100,100,33,Yes,18
77710,14,78.3571428571429,82,50,64,100,100,100,33,Yes,14
77715,13,110.538461538462,64,52,64,224,224,224,44,No,13
77720,18,125.388888888889,64,58,64,224,224,224,33,No,18
77725,11,136.727272727273,64,64,64,224,224,224,64,No,11
77730,22,83.1818181818182,64,44.5,64,100,100,210,33,Yes,22
77735,10,93.1,64,49.9,64,64,224,224,49,No,10
77740,14,74.3571428571429,64,44,64,100,100,100,33,Yes,14
77745,10,131.6,82,64,64,224,224,224,64,No,10
77750,16,111.8125,64,44,64,224,224,224,33,No,16
77755,55,103.109090909091,64,55,64,208,208,224,49,No,55
77760,26,78.2692307692308,64,46.5,64,91,100,210,33,Yes,26
77765,19,83.7368421052632,64,49,49,64,224,224,49,No,19
77770,19,104.526315789474,64,41.8,64,162,224,224,33,No,19
77775,15,113.733333333333,64,49,64,224,224,224,40,No,15
77780,27,96.037037037037,64,44,64,82,224,224,33,No,27
77785,8,82,82,64,64,100,100,100,64,Yes,8
77790,43,84.6279069767442,64,64,64,64,210,224,33,No,43
77795,18,105.722222222222,64,49.7,64,184,224,224,44,No,18
77800,13,112.076923076923,64,48,64,224,224,224,33,No,13
77805,13,91.7692307692308,64,48,64,100,196,224,21,Yes,13
77810,16,123.0625,64,54,64,224,224,224,33,No,16
77815,9,95.6666666666667,64,48,64,64,224,224,44,No,9
77820,19,85.3684210526316,64,48,64,100,122,210,33,Yes,19
77825,32,91.0625,64,56,62,64,224,224,44,No,32
77830,14,73.5714285714286,64,36.3,64,100,100,100,33,Yes,14
77835,21,88.7619047619048,64,45,50,64,224,224,44,No,21
77840,14,120.071428571429,64,50,64,224,224,224,33,No,14
77845,35,64.4,64,45.8,60,64,85.6000000000001,100,43,Yes,35
77850,53,67.4905660377358,64,47,49,64,100,210,33,Yes,53
77855,23,70.0434782608696,64,44.2,49.5,100,100,100,33,Yes,23
77860,13,124,64,64,64,224,224,224,44,No,13
77865,16,100.0625,64,40,59,131,224,224,33,No,16
77870,11,78.5454545454545,64,64,64,100,100,100,44,Yes,11
77875,13,96.9230769230769,64,36.2,64,100,224,224,22,No,13
77880,22,78.0454545454546,64,50.5,64,64,100,210,44,Yes,22
77885,15,107.4,64,49,64,162,224,224,33,No,15
77890,57,78.1578947368421,64,45,64,64,100,210,44,Yes,57
77895,18,76.6111111111111,64,49,64,100,100,100,33,Yes,18
77900,16,111.5,64,54,64,224,224,224,44,No,16
77905,34,134.735294117647,64,64,64,224,224,224,33,No,34
77910,44,81.9318181818182,64,64,64,100,100,224,44,Yes,44
77915,23,113.434782608696,64,49.2,64,224,224,224,33,No,23
77920,16,130.125,64,64,64,213.5,224,224,44,No,16
77925,17,75.8235294117647,64,56,64,100,100,100,33,Yes,17
77930,8,126,82,58,64,224,224,224,44,No,8
77935,17,74.9411764705882,64,47,64,100,100,100,33,Yes,17
77940,22,105.045454545455,64,49,64,182.5,224,224,44,No,22
77945,34,68.1470588235294,64,44,64,64,100,100,33,Yes,34
77950,14,97.5714285714286,64,36.3,64,100,224,224,33,No,14
77955,22,111.136363636364,64,44.5,64,224,224,224,40,No,22
77960,17,119.588235294118,64,56,64,224,224,224,33,No,17
77965,12,87.6666666666667,64,64,64,100,100,224,44,Yes,12
77970,17,120.352941176471,64,58,64,210,224,224,33,No,17
77975,16,110.5625,64,46.5,64,224,224,224,44,No,16
77980,16,76.9375,64,57,64,100,100,100,33,Yes,16
77985,15,114.666666666667,64,52,64,224,224,224,44,No,15
77990,23,110.391304347826,64,43,64,224,224,224,33,No,23
77995,13,96.6923076923077,64,45,64,64,224,224,44,No,13
78000,18,114.388888888889,64,49,64,210,224,224,33,No,18
78005,19,96.1052631578948,64,41.8,64,100,224,224,33,No,19
78010,9,85.1111111111111,64,43,64,100,124.8,224,43,Yes,9
78015,21,68.4761904761905,64,44,64,64,100,100,33,Yes,21
78020,16,79.75,64,64,64,100,100,100,64,Yes,16
78025,18,72.0555555555556,64,44,64,100,100,100,33,Yes,18
78030,14,96.6428571428571,82,64,64,100,177,210,49,Yes,14
78035,14,65.5714285714286,64,44,52.75,64,100,100,33,Yes,14
78040,14,120.142857142857,64,64,64,224,224,224,50,No,14
78045,18,105.166666666667,64,42.8,64,193,224,224,33,No,18
78050,9,135.111111111111,64,64,64,224,224,224,64,No,9
78055,39,90.0512820512821,64,53.8,59.5,64,224,224,33,No,39
78060,17,130.352941176471,64,64,64,224,224,224,64,No,17
78065,24,92.7083333333333,64,44,49,73,224,224,33,No,24
78070,12,80.8333333333333,82,64,64,100,100,100,50,Yes,12
78075,21,97.6666666666667,64,44,64,100,224,224,21,No,21
78080,12,144,144,64,64,224,224,224,64,No,12
78085,17,98.6470588235294,64,44,64,100,224,224,33,No,17
78090,34,97.5294117647059,64,48,64,64,224,224,48,No,34
78095,21,99,64,44,64,100,224,224,33,No,21
78100,12,77.8333333333333,64,64,64,100,100,100,50,Yes,12
78105,13,102.538461538462,64,48,64,100,224,224,33,No,13
78110,8,66,64,58,64,64,74.8,100,44,Yes,8
78115,35,65.2,64,64,64,64,64,100,33,Yes,35
78120,31,123.354838709677,64,64,64,210,224,224,33,No,31
78125,14,106.142857142857,64,49,64,184,224,224,44,No,14
78130,14,107.285714285714,64,44.3,64,193,224,224,33,No,14
78135,10,90.1,64,43.6,52.75,64,224,224,40,No,10
78140,15,116.333333333333,64,52,64,224,224,224,33,No,15
78145,14,105.285714285714,64,50,64,184,224,224,22,No,14
78150,21,82.1904761904762,64,49,64,100,100,224,33,Yes,21
78155,28,76.0357142857143,64,48,49,100,100,210,33,Yes,28
78160,15,103.066666666667,64,46.4,64,144,224,224,44,No,15
78165,25,92.2,64,44,64,64,224,224,33,No,25
78170,14,68.8571428571429,64,50,64,64,100,100,44,Yes,14
78175,13,74.3076923076923,64,52,64,100,100,100,33,Yes,13
78180,19,82.9473684210526,64,60,64,82,122,210,44,Yes,19
78185,21,74.0952380952381,64,49,64,100,100,100,33,Yes,21
78190,16,66.625,64,38.5,59,73,100,100,33,Yes,16
78195,13,127.153846153846,64,64,64,224,224,224,49,No,13
78200,12,101.083333333333,64,44,59,131,224,224,33,No,12
78205,10,128,64,64,64,224,224,224,64,No,10
78210,18,121.944444444444,64,44,64,210,224,224,33,No,18
78215,18,114.833333333333,64,49,64,224,224,224,49,No,18
78220,20,101.55,64,44,64,131,224,224,33,No,20
78225,10,125.6,64,61.6,64,224,224,224,40,No,10
78230,13,66.8461538461538,64,44,64,64,100,100,33,Yes,13
78235,12,132.416666666667,82,64,64,224,224,224,49,No,12
78240,21,98.3333333333333,64,44,64,100,224,224,33,No,21
78245,20,132.45,64,64,64,213.5,224,224,49,No,20
78250,18,70.3333333333333,64,40.7,64,100,100,100,33,Yes,18
78255,37,86.1891891891892,64,64,64,64,224,224,49,No,37
78260,23,76.6086956521739,64,45,64,100,100,224,33,Yes,23
78265,8,144,144,64,64,224,224,224,64,No,8
78270,15,93.6666666666667,64,44,64,82,224,224,33,No,15
78275,20,117.85,64,64,64,213.5,224,224,49,No,20
78280,18,105.666666666667,64,44,64,193,224,224,33,No,18
78285,15,116.4,64,64,64,224,224,224,50,No,15
78290,19,72.1578947368421,64,33,54,100,100,100,33,Yes,19
78295,10,144,144,64,64,224,224,224,64,No,10
78300,22,83.4090909090909,64,49,64,100,100,210,33,Yes,22
78305,18,96.8333333333333,64,49.7,64,64,224,224,44,No,18
78310,20,131.55,64,45,64,224,255,255,44,No,20
78315,44,107.204545454545,64,45,50,224,255,255,33,No,44
78320,31,71,64,64,64,64,100,100,44,Yes,31
78325,12,74.75,64,46,64,100,100,100,33,Yes,12
78330,11,103.636363636364,100,64,64,100,210,210,64,Yes,11
78335,16,68.9375,64,44,49,100,100,100,33,Yes,16
78340,13,124.384615384615,64,64,64,224,224,224,49,No,13
78345,22,80.9545454545455,64,44,53.5,64,211.6,224,21,No,22
78350,5,117.6,100,78.4,100,100,174.4,224,64,Yes,5
78355,35,79.7428571428572,64,55,59.5,64,174.4,224,33,No,35
78360,20,118.35,64,47.4,64,213.5,224,224,33,No,20
78365,18,105.388888888889,64,47.5,64,184,224,224,44,No,18
78370,10,128.5,82,60.9,64,224,224,224,33,No,10
78375,12,114,64,46,64,224,224,224,44,No,12
78380,16,75.9375,64,49,64,100,100,100,33,Yes,16
78385,17,118.117647058824,64,56,64,224,224,224,44,No,17
78390,15,126.466666666667,64,64,64,217,224,224,33,No,15
78395,17,107.823529411765,64,47,64,224,224,224,44,No,17
78400,9,98.4444444444445,64,45.8,64,100,224,224,33,No,9
78405,20,99.35,64,44,60.5,104,224,224,40,No,20
78410,15,128.333333333333,64,64,64,224,224,224,33,No,15
78415,17,67.6470588235294,64,44,64,64,100,100,22,Yes,17
78420,21,109.857142857143,64,49,64,210,224,224,33,No,21
78425,18,105.388888888889,64,47.5,64,184,224,224,44,No,18
78430,15,85.2666666666667,100,33,64,100,100,224,33,Yes,15
78435,56,71.8571428571429,64,64,64,64,64,224,44,No,56
78440,19,122.421052631579,64,61,64,224,224,224,33,No,19
78445,18,105.388888888889,64,47.5,64,184,224,224,44,No,18
78450,19,122,64,57.8,64,217,224,224,33,No,19
78455,17,107.823529411765,64,47,64,224,224,224,44,No,17
78460,13,83.8461538461538,64,52,64,100,100,224,33,Yes,13
78465,14,97,64,45.8,64,91,224,224,44,No,14
78470,10,78.9,82,60.9,64,100,100,100,33,Yes,10
78475,17,72.2352941176471,64,56,64,100,100,100,44,Yes,17
78480,18,124.111111111111,64,59.5,64,220.5,224,224,33,No,18
78485,16,73.0625,64,56.5,64,100,100,100,44,Yes,16
78490,14,120.071428571429,64,50,64,224,224,224,33,No,14
78495,13,109.846153846154,64,48,64,224,224,224,40,No,13
78500,23,119.04347826087,64,52,64,224,224,224,44,No,23
78505,12,113.5,64,50.5,64,224,224,224,33,No,12
78510,23,81.6521739130435,64,44,64,100,100,210,33,Yes,23
78515,14,119,64,53.5,64,224,224,224,49,No,14
78520,17,98.7058823529412,64,44,64,100,224,224,33,No,17
78525,10,77,64,62.6,64,100,100,100,50,Yes,10
78530,12,101.083333333333,64,44,59,131,224,224,33,No,12
78535,6,144,144,64,64,224,224,224,64,No,6
78540,37,107.108108108108,64,49,64,210,224,224,33,No,37
78545,15,104.733333333333,64,55.6,64,144,224,224,49,No,15
78550,15,71.2666666666667,64,44,64,100,100,100,33,Yes,15
78555,11,125.454545454545,64,64,64,224,224,224,64,No,11
78560,15,78.5333333333333,64,44,56.5,100,100,224,33,Yes,15
78565,8,144,144,64,64,224,224,224,64,No,8
78570,17,99.8823529411765,64,39.6,64,100,224,224,33,No,17
78575,20,133.15,64,64,64,224,224,224,49,No,20
78580,40,78.75,64,62.5,64,64,112.4,224,33,No,40
78585,11,134.545454545455,64,64,64,224,224,224,40,No,11
78590,19,103.526315789474,64,44,64,162,224,224,33,No,19
78595,14,121.857142857143,82,42.3,64,224,224,224,33,No,14
78600,24,101.625,64,45.5,64,127.5,224,224,33,No,24
78605,14,120.071428571429,64,64,64,224,224,224,49,No,14
78610,16,83.0625,64,44,64,100,100,224,33,Yes,16
78615,13,125,64,64,64,224,224,224,21,No,13
78620,20,68.7,64,44,64,73,100,100,33,Yes,20
78625,11,124.090909090909,64,64,64,224,224,224,49,No,11
78630,18,80.2777777777778,64,44,64,64,133,210,33,Yes,18
78635,9,64.6666666666667,64,49,64,64,71.2,100,49,Yes,9
78640,16,111.8125,64,44,64,224,224,224,33,No,16
78645,9,78.3333333333333,64,61,64,100,100,100,49,Yes,9
78650,21,70.2380952380952,64,44,64,100,100,100,33,Yes,21
78655,53,98.377358490566,64,56.8,64,100,207,220,55,Yes,53
78660,27,75.2592592592593,64,44,64,64,100,210,33,Yes,27
78665,15,70.6,64,49,64,82,100,100,49,Yes,15
78670,18,108.277777777778,64,42.8,64,193,224,224,33,No,18
78675,16,68.6875,64,37,59,100,100,100,33,Yes,16
78680,14,119.714285714286,64,64,64,224,224,224,44,No,14
78685,18,78.8888888888889,64,40.7,64,100,100,224,22,Yes,18
78690,15,139.2,100,64,64,224,224,224,64,No,15
78695,20,93.5,64,44,64,73,224,224,33,No,20
78700,10,144,144,64,64,224,224,224,64,No,10
78705,17,76.8235294117647,64,44,64,100,100,224,33,Yes,17
78710,12,119.166666666667,64,64,64,224,224,224,50,No,12
78715,28,82.75,64,44,59,64,224,224,33,No,28
78720,29,85.2758620689655,64,44,49,64,212.8,224,44,No,29
78725,19,94.2631578947368,64,44,56.5,82,224,224,33,No,19
78730,12,70.8333333333333,64,36.1,64,100,100,100,33,Yes,12
78735,22,107.454545454545,64,64,64,193,224,224,44,No,22
78740,12,116.5,64,50.5,64,224,224,224,33,No,12
78745,15,114.666666666667,64,52,64,224,224,224,44,No,15
78750,17,119.411764705882,64,51.6,64,210,224,224,33,No,17
78755,15,103,64,46,64,144,224,224,44,No,15
78760,31,71.9354838709677,64,49,64,64,100,224,33,Yes,31
78765,34,74,64,44,64,64,64,224,44,No,34
78770,18,116.833333333333,64,59.8,64,224,224,224,33,No,18
78775,17,67.1764705882353,64,47.6,64,64,100,100,44,Yes,17
78780,18,124.111111111111,64,59.5,64,220.5,224,224,33,No,18
78785,22,95.8181818181818,64,49,52.75,64,224,224,44,No,22
78790,9,117.888888888889,64,57.8,64,224,224,224,33,No,9
78795,12,72.6666666666667,64,46,64,100,100,100,44,Yes,12
78800,18,73.4444444444444,64,59.5,64,100,100,100,33,Yes,18
78805,19,76.4210526315789,64,47.2,48,64,124.8,224,44,No,19
78810,24,82.0833333333333,64,48,64,100,100,210,33,Yes,24
78815,20,109.25,64,48.5,64,224,224,224,44,No,20
78820,14,71,64,53.5,64,91,100,100,33,Yes,14
78825,15,117.066666666667,64,52,64,224,224,224,44,No,15
78830,15,116.733333333333,64,55.6,64,224,224,224,33,No,15
78835,16,121.5,64,54,64,224,224,224,44,No,16
78840,21,106.47619047619,64,49,64,210,224,224,33,No,21
78845,18,70.9444444444444,64,47.5,64,91,100,100,44,Yes,18
78850,16,71.8125,64,52,64,100,100,100,33,Yes,16
78855,14,106.857142857143,64,50,64,184,224,224,44,No,14
78860,17,79.1764705882353,64,58,64,100,100,224,33,Yes,17
78865,13,137.846153846154,64,64,64,224,224,224,64,No,13
78870,24,107.625,64,44,64,210,224,224,33,No,24
78875,24,93.4166666666667,64,48,60.25,64,224,224,48,No,24
78880,36,128.277777777778,64,47,47,231.75,255,255,33,No,36
78885,14,131.714285714286,64,64,64,224,224,255,21,No,14
78890,17,108.117647058824,64,44,64,224,224,224,33,No,17
78895,15,95.7333333333333,64,39.8,64,100,224,224,33,No,15
78900,24,87.5833333333333,82,45.5,64,100,100,210,33,Yes,24
78905,13,112.076923076923,64,64,64,224,224,224,49,No,13
78910,15,75.0666666666667,64,44,56.5,100,100,100,33,Yes,15
78915,38,85.3157894736842,64,64,64,64,224,224,33,No,38
78920,18,77.7777777777778,64,58,64,100,100,100,44,Yes,18
78925,11,74.2727272727273,64,64,64,100,100,100,33,Yes,11
78930,19,118.578947368421,64,48,64,217,224,224,44,No,19
78935,11,92.1818181818182,64,49,64,82,224,224,33,No,11
78940,16,71.25,64,44,64,100,100,100,40,Yes,16
78945,13,77.0769230769231,64,52,64,100,100,100,33,Yes,13
78950,13,96.6923076923077,64,45,64,64,224,224,44,No,13
78955,36,69.5277777777778,64,55,61.75,64,100,224,22,Yes,36
78960,15,115.2,64,52,64,210,224,224,44,No,15
78965,17,119.882352941176,64,58,64,224,224,224,33,No,17
78970,17,99,64,39.6,49,100,224,224,33,No,17
78975,11,77.0909090909091,64,64,64,100,100,100,64,Yes,11
78980,21,109.047619047619,64,44,64,224,224,224,33,No,21
78985,11,80.3636363636364,64,64,64,100,100,100,64,Yes,11
78990,15,117.6,64,52,64,210,224,224,44,No,15
78995,13,109.692307692308,64,52,64,224,224,224,33,No,13
79000,13,109,64,45,64,224,224,224,44,No,13
79005,11,66.3636363636364,64,49,64,64,100,100,33,Yes,11
79010,12,117,64,46,64,224,224,224,44,No,12
79015,19,70.3684210526316,64,50,64,82,100,100,33,Yes,19
79020,16,85.5625,64,46.5,64,100,155,210,44,Yes,16
79025,13,112.461538461538,64,52,64,224,224,224,33,No,13
79030,19,66.8421052631579,64,38.6,54,82,100,100,33,Yes,19
79035,10,144,144,64,64,224,224,224,64,No,10
79040,21,67.7142857142857,64,49,64,64,100,100,33,Yes,21
79045,40,87.125,64,64,64,64,224,224,44,No,40
79050,28,95.1428571428571,64,50,60.5,100,224,224,33,No,28
79055,14,105.785714285714,64,45.5,64,184,224,224,44,No,14
79060,15,116.666666666667,64,55,64,224,224,224,33,No,15
79065,14,71.4285714285714,64,50,64,91,100,100,44,Yes,14
79070,13,75.4615384615385,64,64,64,100,100,100,33,Yes,13
79075,15,70,64,46.4,64,82,100,100,44,Yes,15
79080,18,87.6666666666667,64,59.5,64,100,133,210,33,Yes,18
79085,17,97.5294117647059,64,47,64,64,224,224,44,No,17
79090,10,75.3,64,60.9,64,100,100,100,33,Yes,10
79095,17,120.235294117647,64,56,64,224,224,224,44,No,17
79100,17,119.882352941176,64,58,64,224,224,224,33,No,17
79105,17,80.7647058823529,64,47,64,100,100,224,44,Yes,17
79110,18,122.388888888889,64,44.2,64,220.5,224,224,33,No,18
79115,19,102.421052631579,64,48,64,144,224,224,44,No,19
79120,15,116.066666666667,64,49.6,64,224,224,224,33,No,15
79125,16,121.5,64,54,64,224,224,224,44,No,16
79130,14,73.5714285714286,64,53.5,64,100,100,100,33,Yes,14
79135,24,67.375,64,49,60.5,64,100,100,44,Yes,24
79140,15,91,64,64,64,100,166,210,33,Yes,15
79145,19,111.631578947368,64,48,64,224,224,224,44,No,19
79150,23,89.5652173913043,64,50,64,64,224,224,33,No,23
79155,23,86.8695652173913,64,35,44,82,224,224,22,No,23
79160,36,115.916666666667,64,56,64,224,224,224,45,No,36
79165,16,64.625,64,43,43.75,73,100,100,33,Yes,16
79170,25,94.28,64,55,64,100,210,220,45,Yes,25
79175,53,107.377358490566,64,56,64,224,224,224,33,No,53
79180,6,93.1666666666667,64,53.5,64,91,162,224,43,Yes,6
79185,18,95.5,64,44,49.75,91,224,224,33,No,18
79190,14,78.3571428571429,64,64,64,100,100,100,49,Yes,14
79195,17,74.9411764705882,64,39.6,64,100,100,100,33,Yes,17
79200,20,111.2,64,49.9,64,210,224,224,33,No,20
79205,61,66.6393442622951,64,64,64,64,64,100,44,Yes,61
79210,19,103.578947368421,64,47.2,64,162,224,224,33,No,19
79215,14,74,64,50,64,100,100,100,44,Yes,14
79220,11,125.909090909091,100,64,64,224,224,224,33,No,11
79225,19,110.473684210526,64,48,64,224,224,224,22,No,19
79230,20,109.1,64,48.5,64,210,224,224,33,No,20
79235,9,68.1111111111111,64,48,64,64,100,100,44,Yes,9
79240,14,120.071428571429,64,50,64,224,224,224,33,No,14
79245,12,74.75,64,64,64,100,100,100,49,Yes,12
79250,18,89.1666666666667,64,44,53.5,91,224,224,33,No,18
79255,32,68.75,64,55,61.75,64,96.4000000000001,224,33,Yes,32
79260,19,82.2105263157895,64,48.8,64,82,122,210,44,Yes,19
79265,15,71.9333333333333,64,49,64,100,100,100,33,Yes,15
79270,12,72.6666666666667,64,46,64,100,100,100,44,Yes,12
79275,11,77.5454545454546,64,64,64,100,100,100,33,Yes,11
79280,14,120.857142857143,64,50,64,224,224,224,44,No,14
79285,10,76.9,64,62.5,64,100,100,100,49,Yes,10
79290,23,114.695652173913,64,45,64,217,224,224,33,No,23
79295,13,114.846153846154,64,64,64,224,224,224,49,No,13
79300,17,78.4117647058824,64,42.4,64,100,100,224,33,Yes,17
79305,12,116.083333333333,64,64,64,224,224,224,49,No,12
79310,19,112.684210526316,64,44,64,224,224,224,33,No,19
79315,10,72.2,64,33,64,100,100,100,33,Yes,10
79320,19,110.210526315789,64,48.8,64,210,224,224,44,No,19
